Cluster: 209,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic General / Hospitality/ Hotel Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 210,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial Accounting / Tally Software,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial Soft Skills / Strong Interpersonal skills (Coordinator),Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic IT / IT Project Manager Soft Skills / Soft-spoken and cordial Soft Skills / Strong Interpersonal skills (Coordinator),Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills IT / Developer Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial Soft Skills / Strong Interpersonal skills (Coordinator) Education / Teacher - Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 211,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Medical / Psychologist Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills IT / Data Analyst Basic Computer Skills / Data Entry skills,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills IT / Data Analyst Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills General / Researcher Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Corporate / Entrepreneur Soft Skills / Soft-spoken and cordial Soft Skills / Strong Interpersonal skills (Coordinator),Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills IT / Developer - full stack Soft Skills / Enthusiastic,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills IT / Data Analyst Basic Computer Skills / Data Entry skills Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Corporate / HR Manager Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic IT / IT / Developer Soft Skills / Soft-spoken and cordial IT / UI Designer (Angular/ HTML/CSS),Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Corporate / Financial & Accounting Executive Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 212,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Engineering / Electrical Engineer General / Electrician Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 213,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Engineering / Computer Science Engineer Basic Computer Skills / Data Entry skills IT / Developer - back end IT / Developer - front end IT / Developer - full stack Soft Skills / Enthusiastic IT / Front end Web Developer IT / IT - Others IT / IT / Developer IT / IT Project Manager IT / Project Manager IT / Python Developer Soft Skills / Soft-spoken and cordial Soft Skills / Strong Interpersonal skills (Coordinator),Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Engineering / Computer Science Engineer IT / Data Analyst Basic Computer Skills / Data Entry skills IT / Developer IT / Developer - back end IT / Developer - front end IT / Developer - full stack Soft Skills / Enthusiastic IT / Front end Web Developer IT / IT - Others IT / IT / Developer Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 214,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills IT / Developer - back end IT / Devops Engineer Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 215,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Corporate / Small Business Owner (studio owners/ shop owners/ traders) Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Arts and Crafts / Graphic Designer Corporate / Small Business Owner Corporate / Small Business Owner (studio owners/ shop owners/ traders),Soft Skills / Articulate in communication Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Corporate / Small Business Owner (studio owners/ shop owners/ traders) Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 216,Soft Skills / Articulate in communication Basic Computer Skills / Data Entry skills Arts and Crafts / Painter Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 217,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Fit for Physical Seva Accounting / Tally Software,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Fit for Physical Seva Soft Skills / Soft-spoken and cordial Accounting / Tally Software,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Corporate / Financial & Accounting Executive Soft Skills / Fit for Physical Seva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 218,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Basic Computer Skills / Data Entry skills Soft Skills / Fit for Physical Seva Accounting / Tally Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 219,Soft Skills / Articulate in communication Accounting / Auditor Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Soft Skills / Enthusiastic Soft Skills / Strong Interpersonal skills (Coordinator),Soft Skills / Articulate in communication Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Corporate / Financial & Accounting Manager Soft Skills / Soft-spoken and cordial Accounting / Tally Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 220,Soft Skills / Articulate in communication Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Soft-spoken and cordial Soft Skills / Strong Interpersonal skills (Coordinator),Soft Skills / Articulate in communication Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Corporate / Financial & Accounting Executive,Soft Skills / Articulate in communication Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Media and Communication / Copywriter Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic,Soft Skills / Articulate in communication Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic Corporate / Financial & Accounting Manager,Soft Skills / Articulate in communication Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Soft Skills / Articulate in communication Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Corporate / Financial & Accounting Executive Soft Skills / Soft-spoken and cordial IT / Tester/ Quality Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 221,Corporate / Bank Manager Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Media and Communication / Content Writer Basic Computer Skills / Data Entry skills Accounting / Tally Software,Accounting / Auditor Corporate / Bank Manager Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 222,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Soft-spoken and cordial,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 223,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills Arts and Crafts / Singer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 224,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Basic Computer Skills / Data Entry skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,Accounting / Auditor Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant Basic Computer Skills / Data Entry skills Arts and Crafts / Jewellery Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 225,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Accounting / Basic Accountancy Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 226,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Accounting / Chartered Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 227,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills General / Hospitality/ Hotel Manager Engineering / Mechanial Engineer,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Basic Computer Skills / Data Entry skills General / Hospitality/ Hotel Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 228,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Others / Cab Driver General / Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 229,Basic Computer Skills / Basic Computer (MS Office and Email) Skills General / Cook/ Chef Medical / Psychologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 230,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster: 231,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Soft-spoken and cordial,Basic Computer Skills / Basic Computer (MS Office and Email) Skills Soft Skills / Enthusiastic Soft Skills / Soft-spoken and cordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
