,SP ID,Any Additional Skills,Computer Skills,Gender,Age,Work Experience/Company,Work Experience/Designation,Work Experience/Tasks,Work Experience/Industry,Work Experience/From Date,Work Experience/To Date,Education/Qualifications,Education/Specialization,Skills,Languages,Years of Experience,summary
27,618672,NA,"Excel, word processing, Python programming language, Power BI, DBMS",Female,24.0,['Primesoft solutions'],['Associate Software Engineer'],['Automation QA development'],['Engineering Design'],['NA'],['NA'],['Master of Computer Application (M.C.A.)'],['MCA'],"['IT / Developer', 'IT / Tester/ Quality Analyst']",['Marathi (R W S T)'],,"
Participant 618672 has the following work experience: A Engineering Design in the industry doing Automation QA development tasks.
They have the following qualifications: ['Master of Computer Application (M.C.A.)'] in ['MCA'].
They have the following skills: ['IT / Developer', 'IT / Tester/ Quality Analyst'] and NA and computer skill 
Excel, word processing, Python programming language, Power BI, DBMS and know the following languages: Marathi (R W S T).
The participant is a Female and 24.0 years old.
"
28,618654,NA,Basic,Male,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Emedia / Active on Social Media'],['English (UK) (R W S T)'],,"
Participant 618654 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Basic and know the following languages: English (UK) (R W S T).
The participant is a Male and 21.0 years old.
"
29,618603,NA,"Overall computer skills, typing, working within any software/CRM's. 
Intermediate level coding, analytics stuff, etc..",Male,27.0,"['HP', 'F & H']","['TSE - Product Specialist', 'TSE - Product Specialist']","['Overall Product Ownership, Support, Configuration, Troubleshooting  and sales of both Hardware and SAAS products.', 'Purely Software based role.']","['IT', 'Architecture']","['2021-03-01', '2023-05-10']","['2023-04-10', '2024-04-10']",['Bachelor of Engineering (B.E.)'],['Electronics and Communication'],['Emedia / Active on Social Media'],"['English (US) (R W S T)', 'Kannada (R W S T)', 'Hindi / हिंदी (R W S T)']","[2.11, 0.92]","
Participant 618603 has the following work experience: A IT in the industry doing Overall Product Ownership, Support, Configuration, Troubleshooting  and sales of both Hardware and SAAS products. tasks for 25 months. A Architecture in the industry doing Purely Software based role. tasks for 11 months.
They have the following qualifications: ['Bachelor of Engineering (B.E.)'] in ['Electronics and Communication'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Overall computer skills, typing, working within any software/CRM's. 
Intermediate level coding, analytics stuff, etc.. and know the following languages: English (US) (R W S T).Kannada (R W S T).Hindi / हिंदी (R W S T).
The participant is a Male and 27.0 years old.
"
30,618472,preparing for UPSC,No,Male,27.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Science (B.Sc)'],['NA'],['Others / Air Force'],['English (UK) (R W S T)'],,"
Participant 618472 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Science (B.Sc)'] in ['NA'].
They have the following skills: ['Others / Air Force'] and preparing for UPSC and computer skill 
No and know the following languages: English (UK) (R W S T).
The participant is a Male and 27.0 years old.
"
31,618419,Lawyer,"Pretty much anything I can learn on a computer, as since I am kid I have been on one, basically for 25 years. 
As skills per se, I can say I am very fast on it and basically understand how it functions, how it operates, and the underlying mecanism of it.",Male,31.0,['Procuradoria do Município de Campo Grande'],"['I am Layer for a City (after a civil service exam), representing its interests.']","['Here I am responsible for two departments, as the coordinator, you can say. On one of them, we manage legal actions against people or companys that have not paid their taxes, and that are of interesting value, above certain ammount. And on the other department, we manage all the legal condemnations that are towards the city and culminate in the necessety of payment, so that we verify the ammount, and follow it until the end of that legal case, with the ending being the payment of the indenization.']",['Government'],['NA'],['NA'],['Bachelor of Law (B.L. / LLB)'],['Post Graduate at Penal Law'],['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'],"['English (US) (R W S T)', 'Spanish / Español (R W S T)']",,"
Participant 618419 has the following work experience: A Government in the industry doing Here I am responsible for two departments, as the coordinator, you can say. On one of them, we manage legal actions against people or companys that have not paid their taxes, and that are of interesting value, above certain ammount. And on the other department, we manage all the legal condemnations that are towards the city and culminate in the necessety of payment, so that we verify the ammount, and follow it until the end of that legal case, with the ending being the payment of the indenization. tasks.
They have the following qualifications: ['Bachelor of Law (B.L. / LLB)'] in ['Post Graduate at Penal Law'].
They have the following skills: ['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'] and Lawyer and computer skill 
Pretty much anything I can learn on a computer, as since I am kid I have been on one, basically for 25 years. 
As skills per se, I can say I am very fast on it and basically understand how it functions, how it operates, and the underlying mecanism of it. and know the following languages: English (US) (R W S T).Spanish / Español (R W S T).
The participant is a Male and 31.0 years old.
"
32,618312,NA,I am proficient in running a computer and learning any new computer skills that I might require.,Male,28.0,['Oracle India Pvt Ltd'],['Application Engineer'],"[""I was responsible for developing the backend software development requirements for the Team's product.""]",['IT'],['2018-07-26'],['2019-08-30'],['Bachelor of Engineering (B.E.)'],['Electrical and Electronics Engineering'],['Emedia / Active on Social Media'],['English (US) (R W S )'],[1.1],"
Participant 618312 has the following work experience: A IT in the industry doing I was responsible for developing the backend software development requirements for the Team's product. tasks for 13 months.
They have the following qualifications: ['Bachelor of Engineering (B.E.)'] in ['Electrical and Electronics Engineering'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
I am proficient in running a computer and learning any new computer skills that I might require. and know the following languages: English (US) (R W S ).
The participant is a Male and 28.0 years old.
"
33,618273,"✔Various types of art. Studied multiple forms all over the world.
✔Can sing and play Piano
✔MS office, Adobe photoshop, premiere Davinci Resolve video editing, color grading, VR, AI art, Digital painting","MS office, Adobe photoshop, premiere Davinci Resolve video editing, color grading, VR, AI art, Digital painting, etc",Male,38.0,['Cortecnet'],['Sales representative'],"['Responsible for sales of consumables and molecules labeled with stable isotopes (high value-added products) for various analytical and imaging techniques such as NMR, MS, MRI and PET. Client calls - 40% / Salesforce and Quotations - 40 % / Client Visits - 20% Results: Increase of profits by 53% between 31.12.2018 - 31.12.2017  2019 main achievement - Profits match with previous year, with business diversification to raise a new devision of business as 26% of the profits of the Zone I managed.']",['Research and Development'],['2017-05-15'],['2023-12-30'],"['Master of Science (M.Sc)', 'Other', 'Master of Science (M.Sc)', 'Other', 'Other', 'Bachelor of Arts (B.A.)']","['Creativity and Marketing', 'Film Direction, Camera operation, Film editing, Sound recording', 'Strategic Leadership for Sustainable Development', 'Art and Philisophy (mainly art installation)', 'General studies', 'Social Work']","['Arts and Crafts / Musician', 'Corporate / Sales Executive']","['French / Français (R W S T)', 'Russian / русский язык (R W S T)']",[6.63],"
Participant 618273 has the following work experience: A Research and Development in the industry doing Responsible for sales of consumables and molecules labeled with stable isotopes (high value-added products) for various analytical and imaging techniques such as NMR, MS, MRI and PET. Client calls - 40% / Salesforce and Quotations - 40 % / Client Visits - 20% Results: Increase of profits by 53% between 31.12.2018 - 31.12.2017  2019 main achievement - Profits match with previous year, with business diversification to raise a new devision of business as 26% of the profits of the Zone I managed. tasks for 79 months.
They have the following qualifications: ['Master of Science (M.Sc)', 'Other', 'Master of Science (M.Sc)', 'Other', 'Other', 'Bachelor of Arts (B.A.)'] in ['Creativity and Marketing', 'Film Direction, Camera operation, Film editing, Sound recording', 'Strategic Leadership for Sustainable Development', 'Art and Philisophy (mainly art installation)', 'General studies', 'Social Work'].
They have the following skills: ['Arts and Crafts / Musician', 'Corporate / Sales Executive'] and ✔Various types of art. Studied multiple forms all over the world.
✔Can sing and play Piano
✔MS office, Adobe photoshop, premiere Davinci Resolve video editing, color grading, VR, AI art, Digital painting and computer skill 
MS office, Adobe photoshop, premiere Davinci Resolve video editing, color grading, VR, AI art, Digital painting, etc and know the following languages: French / Français (R W S T).Russian / русский язык (R W S T).
The participant is a Male and 38.0 years old.
"
34,618269,NA,Google analytics with basic data handling,Male,24.0,"['Sanjeevini wellness center', 'Anumeha Antiques', 'Technotask']","['Assistant of doctor', 'Proprietor', 'CSE']","['Assisting doctor, handling patients, technical operations, overall flow of the wellness center', 'Market analysis, selling strategist, hiring and training of recruits, overall development of the company.', 'Customer support and problem solving via chat and call.']","['Healthcare', 'Art', 'BPO and KPO']",['NA'],['NA'],['NA'],['NA'],['Arts and Crafts / Actor'],"['English (US) (R W S T)', 'Hindi / हिंदी (R W S )']",,"
Participant 618269 has the following work experience: A Healthcare in the industry doing Assisting doctor, handling patients, technical operations, overall flow of the wellness center tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Arts and Crafts / Actor'] and NA and computer skill 
Google analytics with basic data handling and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S ).
The participant is a Male and 24.0 years old.
"
35,618140,NA,"Microsoft Word, Powerpoint, Excel, Adobe Photoshop, Adobe Premiere. 
Photography, Videos",Male,27.0,"['Hong BBQ and Hot Pot', 'Nine Spice Hot Pot']","['Server', 'Server']","['Server at a restaurant', 'Server at a restaurant']","['Others', 'Others']",['NA'],['NA'],['Bachelor - Other'],['Arts'],"['Arts and Crafts / Clay Modeller', 'Arts and Crafts / Painter']",['English (US) (R W S T)'],,"
Participant 618140 has the following work experience: A Others in the industry doing Server at a restaurant tasks.
They have the following qualifications: ['Bachelor - Other'] in ['Arts'].
They have the following skills: ['Arts and Crafts / Clay Modeller', 'Arts and Crafts / Painter'] and NA and computer skill 
Microsoft Word, Powerpoint, Excel, Adobe Photoshop, Adobe Premiere. 
Photography, Videos and know the following languages: English (US) (R W S T).
The participant is a Male and 27.0 years old.
"
36,618139,NA,BASIC KNOWLEDGE,Male,26.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"['Bachelor of Arts (B.A.)', 'Bachelor of Law (B.L. / LLB)']","['HUMANITIES', 'LAW']",['Emedia / Active on Social Media'],"['Hindi / हिंदी (R W S )', 'English (AU) (R W S T)']",,"
Participant 618139 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Arts (B.A.)', 'Bachelor of Law (B.L. / LLB)'] in ['HUMANITIES', 'LAW'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
BASIC KNOWLEDGE and know the following languages: Hindi / हिंदी (R W S ).English (AU) (R W S T).
The participant is a Male and 26.0 years old.
"
37,618134,NA,"Ppts, Excel",Female,28.0,"['Indus Universal School', 'Creative multimedia college of Finearts', 'Kadari Art gallery']","['Drawing and painting Faculty', 'Drawing and painting Faculty', 'Gallery Assistant']","['Teaching Art as a subject and beyond', 'Teaching', 'Curating art exhibitions, client deals, gallery management, field works, interior art proposals, website backend end.']","['Teaching', 'Art', 'Art']",['NA'],['NA'],['Master of Fine Arts (M.F.A.)'],['Painting and visual communication'],['Arts and Crafts / Actor'],['English (UK) (R W S T)'],,"
Participant 618134 has the following work experience: A Teaching in the industry doing Teaching Art as a subject and beyond tasks.
They have the following qualifications: ['Master of Fine Arts (M.F.A.)'] in ['Painting and visual communication'].
They have the following skills: ['Arts and Crafts / Actor'] and NA and computer skill 
Ppts, Excel and know the following languages: English (UK) (R W S T).
The participant is a Female and 28.0 years old.
"
38,618080,NA,Average,Female,51.0,"['Yamuna International Airport Limited', 'OLA-ANI Technologies pvt ltd', 'Hyderabad International Airport', 'Kempegowda International Airport pvt ltd', 'ICICI Prudential Life insurance pvt ltd', 'Indian Air Force']","['Head Aviation Safety', 'Head Safety', 'Head Aviation Safety', 'Head Aviation Safety', 'Senior ManagerHuman Resource', 'Squadron Leader AirTraffic Controller']","['Responsible for conceptualizing, implementing and leading the safety management system for the Airport . It involves setting up processes and driving it centrally through all internal heads (Departments-Airside operations , Airport operations centre, Aircraft rescue and Fire fighting, Engineering and maintainance, Airport safety and security, Cargo operations) and external stakeholders (Airlines/Groundhandlers/Refuellers/Caterers/ Concessionaires, Regulator, other state and centralGovt bodies)', '\uf0fc\tEstablished the new vertical of Safety and brought in the best practices from the Aviation industry. \uf0fc\tLead safety initiatives, developed, implemented and administered programs and processes related to Safety. \uf0fc\tDriven a safe and compliant culture across  with the business partners and customers.', '\uf0fc\tSuccessfully implemented “Integrated Safety Management System (ISMS)’ at Rajiv Gandhi International Airport [IMS 9001, 14001 &18001; British Safety Council’s OH&SMS and ICAO mandated SMS at the Airport.] \uf0fc\tAs a part of the core team-Achieved the British Safety Council’s Health and Safety Management System (SMS) Five star and Sword of Honor with 99% score. Among the first Airport in the world to have achieved the same.  \uf0fc\tDevised and rolled out an Annual Safety plan for the company with deliverables from all departments measured and integrating into the safety office. \uf0fc\tAutomation of the Safety Management System.', '\uf0fc\tSuccessfully implemented “Safety Management System’ at Bengaluru International Airport. \uf0fc\tIncluded implementation of safety objectives and policies, Review of safety parameters in accordance with operational demands, management of safety with the business parameters of minimizing cost, maximizing productivity and achieving an acceptable safety standard across agencies. \uf0fc\tInvestigation and Audits, Safety training and promotions, Safety risk management, Safety assurance, developing ‘Management Information Summaries’ and creating a robust safety culture across agencies formed the core function in the implementation strategy. \uf0fc\tThe Airport is the first in India to have successfully initiated and operationalized the implementation of the Safety Management System as per international and national regulatory standards.', '\uf0fc\tEmployee engagement for a large team in the southern states of Karnataka and Goa, India. \uf0fc\tHiring of Senior Managers and ensuring quality & timely on- boarding of employees. \uf0fc\tMonthly operations dashboards and key management reports. \uf0fc\tInduction-trainings during employee on-boarding process. \uf0fc\tPresided over the promotion boards for Managers through a selection process that involved case studies and role-plays.', '\uf0fc\tAir Traffic services at various military and joint user air bases throughout the country. \uf0fc\tSupervised, trained, examined and rated the junior controllers. \uf0fc\tConducted regular training programmes which included content development, training delivery, conduct of mock exercises and drills for the operational staff including simulated emergencies like Aircraft crash scenario. \uf0fc\tMember of the core operational group in executing International collaborated Air exercises of Military with United States and Singapore Air Force.  \uf0fc\tPresiding officer/Member in the conduct of Court of Inquiries of untoward occurrences or incidents which involved detailed investigations and root cause analysis. \uf0fc\tVice President, Air Force Employees consumer cooperative society, President of Women’s working committee, Officer-in-charge of various non-profit ventures.']","['Others', 'Travel', 'Others', 'Others', 'Insurance', 'Defence Jobs']",['NA'],['NA'],"['Other', 'Bachelor - Other']","['Business Administration for Armed forces Officers', 'Agricultural marketing & Cooperation']",['Emedia / Active on Social Media'],"['English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Malayalam (R W S )', 'Kannada (  S )']",,"
Participant 618080 has the following work experience: A Others in the industry doing Responsible for conceptualizing, implementing and leading the safety management system for the Airport . It involves setting up processes and driving it centrally through all internal heads (Departments-Airside operations , Airport operations centre, Aircraft rescue and Fire fighting, Engineering and maintainance, Airport safety and security, Cargo operations) and external stakeholders (Airlines/Groundhandlers/Refuellers/Caterers/ Concessionaires, Regulator, other state and centralGovt bodies) tasks.
They have the following qualifications: ['Other', 'Bachelor - Other'] in ['Business Administration for Armed forces Officers', 'Agricultural marketing & Cooperation'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Average and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S T).Malayalam (R W S ).Kannada (  S ).
The participant is a Female and 51.0 years old.
"
39,617968,NA,",n",Female,23.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Arts and Crafts / Actor'],['Arabic / الْعَرَبيّة ( W S T)'],,"
Participant 617968 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Arts and Crafts / Actor'] and NA and computer skill 
,n and know the following languages: Arabic / الْعَرَبيّة ( W S T).
The participant is a Female and 23.0 years old.
"
40,617949,NA,Basic,Male,27.0,['Adzefitnessstudio'],['Fitness manger &coach'],['Management'],['Consulting'],['NA'],['NA'],"['SSLC/10', 'Bachelor - Other']","['NA', 'NA Sports and other certification']",['Emedia / Active on Social Media'],['English (US) (R W S T)'],,"
Participant 617949 has the following work experience: A Consulting in the industry doing Management tasks.
They have the following qualifications: ['SSLC/10', 'Bachelor - Other'] in ['NA', 'NA Sports and other certification'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Basic and know the following languages: English (US) (R W S T).
The participant is a Male and 27.0 years old.
"
41,617897,NA,Basic word and excel,Female,26.0,"['The school, Krishnamurti Foundation India', 'Namma Ooru Global School, Gangaikondan']","['Teaching staff', 'Teaching staff']","['Middle school (Science and Math)', 'Classes 5, 6, 7 and 8 (Science)']","['Teaching', 'Teaching']",['NA'],['NA'],"['Bachelor of Engineering (B.E.)', 'Bachelor of Education (B.Ed.)']","['Electronics and communication', 'Intellectual disability']",['Emedia / Active on Social Media'],"['English (US) (R W S T)', 'Hindi / हिंदी (R W S )']",,"
Participant 617897 has the following work experience: A Teaching in the industry doing Middle school (Science and Math) tasks.
They have the following qualifications: ['Bachelor of Engineering (B.E.)', 'Bachelor of Education (B.Ed.)'] in ['Electronics and communication', 'Intellectual disability'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Basic word and excel and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S ).
The participant is a Female and 26.0 years old.
"
42,617885,"C, C++","Ms office, Typing speed of 45 wpm, Computer networking, programming C language",Male,23.0,['Bharathi Cement'],['Data entry'],['NA'],['Manufacturing'],['2023-05-05'],['2023-09-05'],['Bachelor of Computer Application (B.C.A.)'],['NA'],['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'],['English (UK) (R W S T)'],[0.34],"
Participant 617885 has the following work experience: A Manufacturing in the industry doing NA tasks for 4 months.
They have the following qualifications: ['Bachelor of Computer Application (B.C.A.)'] in ['NA'].
They have the following skills: ['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'] and C, C++ and computer skill 
Ms office, Typing speed of 45 wpm, Computer networking, programming C language and know the following languages: English (UK) (R W S T).
The participant is a Male and 23.0 years old.
"
43,617822,NA,not good,Male,34.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Medical / Allopathy Doctor'],['Arabic / الْعَرَبيّة (R W S T)'],,"
Participant 617822 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Medical / Allopathy Doctor'] and NA and computer skill 
not good and know the following languages: Arabic / الْعَرَبيّة (R W S T).
The participant is a Male and 34.0 years old.
"
44,617813,Preaparing for UPSC,I don't have any computer skills,Male,24.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Science (B.Sc)'],['Mathematics Physics Chemistry'],"['Emedia / Active on Social Media', 'Soft Skills / Enthusiastic', 'Soft Skills / Fit for Physical Seva']","['English (AU) (R W S T)', 'Telugu / తెలుగు (R W S T)', 'Hindi / हिंदी (R W S T)']",,"
Participant 617813 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Science (B.Sc)'] in ['Mathematics Physics Chemistry'].
They have the following skills: ['Emedia / Active on Social Media', 'Soft Skills / Enthusiastic', 'Soft Skills / Fit for Physical Seva'] and Preaparing for UPSC and computer skill 
I don't have any computer skills and know the following languages: English (AU) (R W S T).Telugu / తెలుగు (R W S T).Hindi / हिंदी (R W S T).
The participant is a Male and 24.0 years old.
"
45,617804,Languages,"Excel,Documentation, PPT,MS Office, Copy writing",Female,26.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"['Bachelor of Technology (B.Tech)', 'Bachelor of Arts (B.A.)']","['Aerospace technology', 'English literature']",['Arts and Crafts / Actor'],"['Tamil (R W S T)', 'English (US) (R W S T)', 'Korean (KR) / 한국어 (KR) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Russian / русский язык (R W S T)']",,"
Participant 617804 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Technology (B.Tech)', 'Bachelor of Arts (B.A.)'] in ['Aerospace technology', 'English literature'].
They have the following skills: ['Arts and Crafts / Actor'] and Languages and computer skill 
Excel,Documentation, PPT,MS Office, Copy writing and know the following languages: Tamil (R W S T).English (US) (R W S T).Korean (KR) / 한국어 (KR) (R W S T).Hindi / हिंदी (R W S T).Russian / русский язык (R W S T).
The participant is a Female and 26.0 years old.
"
46,617791,NA,3D CAD,Male,25.0,['Mahalakshmi Industries'],['Process Engineer'],"['Managing the Manufacturing process of Industrial cleaning brushes and adhesives, From raw material procumbent till supply of finished goods.']",['Manufacturing'],['NA'],['NA'],['Bachelor of Technology (B.Tech)'],['Mechatronics'],['Emedia / Active on Social Media'],"['English (UK) (R W S T)', 'Chinese (Traditional) / 繁體中文 (R W S T)']",,"
Participant 617791 has the following work experience: A Manufacturing in the industry doing Managing the Manufacturing process of Industrial cleaning brushes and adhesives, From raw material procumbent till supply of finished goods. tasks.
They have the following qualifications: ['Bachelor of Technology (B.Tech)'] in ['Mechatronics'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
3D CAD and know the following languages: English (UK) (R W S T).Chinese (Traditional) / 繁體中文 (R W S T).
The participant is a Male and 25.0 years old.
"
47,617774,NA,Yes,Male,22.0,['Mushroom cultivation'],['I started the agribusiness in the ambitious to revolutionise  the use of modern technology in farming and vared high profit crop cultivation in my local area which will transcend the economic structure of my village areas'],['I my early stage so i handle the workforces desperately'],['Agriculture'],['NA'],['NA'],['Bachelor of Arts (B.A.)'],['Agribusiness'],['Emedia / Active on Social Media'],['English (UK) (R W S )'],,"
Participant 617774 has the following work experience: A Agriculture in the industry doing I my early stage so i handle the workforces desperately tasks.
They have the following qualifications: ['Bachelor of Arts (B.A.)'] in ['Agribusiness'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Yes and know the following languages: English (UK) (R W S ).
The participant is a Male and 22.0 years old.
"
48,617744,NA,"Excel, Ms word",Male,33.0,"['Genpact India', 'Outbooks Outsourcing Pvt. Ltd', 'HDB Financial Services Limited']","['Process Associate', 'Sr Executive - Business development and Setup', 'Sales Executive']",['NA'],"['Accounts', 'Accounts', 'Banking and Financial Services']","['2015-05-25', '2018-10-17', '2021-10-01']","['2016-10-29', '2019-08-03', '2022-02-28']",['Bachelor of Commerce (B.Com)'],['NA'],['Emedia / Active on Social Media'],"['Hindi / हिंदी (R W S T)', 'English (UK) (R W S T)']","[1.43, 0.79, 0.41]","
Participant 617744 has the following work experience: A Accounts in the industry doing NA tasks for 17 months.
They have the following qualifications: ['Bachelor of Commerce (B.Com)'] in ['NA'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Excel, Ms word and know the following languages: Hindi / हिंदी (R W S T).English (UK) (R W S T).
The participant is a Male and 33.0 years old.
"
49,617730,NA,"Microsoft Office 
HTML, CSS, JavaScript, React, Java, Python, CyberSecurity",Male,27.0,['xAble'],"['Founder, Trainer']","['Teaching Java, DSA, Full Stack Web Development, Cyber Security']",['Teaching'],['2022-02-25'],['2023-06-25'],['Bachelor of Technology (B.Tech)'],['CSE'],['Engineering / Computer Science Engineer'],['English (US) (R W S T)'],[1.33],"
Participant 617730 has the following work experience: A Teaching in the industry doing Teaching Java, DSA, Full Stack Web Development, Cyber Security tasks for 16 months.
They have the following qualifications: ['Bachelor of Technology (B.Tech)'] in ['CSE'].
They have the following skills: ['Engineering / Computer Science Engineer'] and NA and computer skill 
Microsoft Office 
HTML, CSS, JavaScript, React, Java, Python, CyberSecurity and know the following languages: English (US) (R W S T).
The participant is a Male and 27.0 years old.
"
50,617699,NA,Basic computer skills,Female,22.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Arts (B.A.)'],['Geography Honours'],['Emedia / Active on Social Media'],['English (US) (R W S T)'],,"
Participant 617699 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Arts (B.A.)'] in ['Geography Honours'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Basic computer skills and know the following languages: English (US) (R W S T).
The participant is a Female and 22.0 years old.
"
51,617662,NA,"Well versed with MS office (PPT, word, excel and others)  
Data analysis, managing large amounts of data, working on data portals and more.",Female,27.0,"['Nielsen IQ', 'Markets and Markets Pvt. Ltd.']","['Senior analyst', 'Analyst']","['Writing and reviewing monthly, weekly reports, calling, data analysis, taking part in consumer research. Preparing questionnaire for research etc.', 'Preparing various research reports, data forecast, industry forecasting, cold calling, data analysis, and handling client queries.']","['Consulting', 'Consulting']",['NA'],['NA'],['Master of Business Administration (M.B.A.)'],['Marketing'],['Emedia / Active on Social Media'],['English (UK) (R W S T)'],,"
Participant 617662 has the following work experience: A Consulting in the industry doing Writing and reviewing monthly, weekly reports, calling, data analysis, taking part in consumer research. Preparing questionnaire for research etc. tasks.
They have the following qualifications: ['Master of Business Administration (M.B.A.)'] in ['Marketing'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Well versed with MS office (PPT, word, excel and others)  
Data analysis, managing large amounts of data, working on data portals and more. and know the following languages: English (UK) (R W S T).
The participant is a Female and 27.0 years old.
"
52,617657,NA,"Basic knowledge of computer programs like MS Word, MS Excel, photoshop, paint",Male,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['HSC/12'],['NA'],['Emedia / Active on Social Media'],"['Hindi / हिंदी (R W S T)', 'English (UK) (R W S T)']",,"
Participant 617657 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['HSC/12'] in ['NA'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Basic knowledge of computer programs like MS Word, MS Excel, photoshop, paint and know the following languages: Hindi / हिंदी (R W S T).English (UK) (R W S T).
The participant is a Male and 21.0 years old.
"
53,617647,NA,"Canva, MS Word, To be honest I don't have a lot of computer knowledge just basic things I can do",Male,23.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Business Administration (B.B.A.)'],['General'],['General / Cook/ Chef'],"['Hindi / हिंदी (R W S T)', 'English (US) (R W S T)']",,"
Participant 617647 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Business Administration (B.B.A.)'] in ['General'].
They have the following skills: ['General / Cook/ Chef'] and NA and computer skill 
Canva, MS Word, To be honest I don't have a lot of computer knowledge just basic things I can do and know the following languages: Hindi / हिंदी (R W S T).English (US) (R W S T).
The participant is a Male and 23.0 years old.
"
54,617646,NA,PG Diploma in Computer application,Male,29.0,"['Yes bank ltd', 'ICICI Bank Ltd']","['Manager', 'Deputy manager']","['Affluent Relationship manager, Wealth management of HNI clients', 'Affluent Relationship manager, Wealth management for HNI Clients']","['Banking and Financial Services', 'Banking and Financial Services']",['NA'],['NA'],"['Bachelor of Commerce (B.Com)', 'Diploma']","['Economics', 'Banking and finance']",['IT / Data Analyst'],"['Hindi / हिंदी (R W S T)', 'English (UK) (R W S T)']",,"
Participant 617646 has the following work experience: A Banking and Financial Services in the industry doing Affluent Relationship manager, Wealth management of HNI clients tasks.
They have the following qualifications: ['Bachelor of Commerce (B.Com)', 'Diploma'] in ['Economics', 'Banking and finance'].
They have the following skills: ['IT / Data Analyst'] and NA and computer skill 
PG Diploma in Computer application and know the following languages: Hindi / हिंदी (R W S T).English (UK) (R W S T).
The participant is a Male and 29.0 years old.
"
